userName,content,Score,Resultado
Moriah Blalock,"I switched to Any.do when Wunderlist ended. I wanted a simple interface that let me share lists and tasks with my husband. Any.do did that, but in the least efficient way possible. Our initials are the same and tiles aren't customizable, so it was impossible to tell who a task was assigned to. The app always defaulted to tasks even if I had just been using a shopping list. It was a huge pain to navigate. Not what we needed at all.",0.512820512820513,Positivo
jayesh zaveri,Confused,-0.333333333333333,Negativo
Samy The Gaming Girl,I like this apps but the thing is anything need to pay? So sorry to do list i only gave it 2 star and its so bad ??,-0.435897435897436,Negativo
Sabir aarif Official,Star,0,Neutral
Denise Guthrie,"The app used to be great, now it's intrusive. I can't get it to stop popping up and inserting itself into my life. Uninstall.",0.487179487179487,Positivo
Shikhar Shrivastav,"Google login not working at all. Tried 2 accounts, gets stuck at setting up",-0.256410256410256,Negativo
Jeff Muszar,"With the recent upgrade, the phone app arbitrarily deletes things off my to do list or moves them around without me doing it. The app on my desktop is now slower than molasses. It worked great until the upgrade!",0.794871794871795,Positivo
Daniel Santana,"Tarefas (Tasks) somem sozinhas e atrasam nos horários em demais semanas pré-definidas. A ideia do aplicativo é boa mas esses problemas o torna praticamente inútil, inviável utilização.",0,Neutral
SwiZz CheDDaR,Its ok i guess,0.307692307692308,Positivo
Arknight The Sly,"The app was great until I suddenly lost all my data. I went to launch it after closing it 30 minutes ago, and everything was gone. I had so many tasks and notes in it",0.461538461538462,Positivo
Daniel Brown,"App shouldn't enforce sign in for use. Uninstalled. Waste of time. Edit: that sounds like optional functionality for an app labeled to do list! Not a complete blocker to using the app. For a simple ""I need to make a quick note to remind myself of later"" this isn't very good.",0.41025641025641,Positivo
Roberts Zorge,Not what is expected,0,Neutral
Jon Johnson,"Useful app, but it just beeped/popped up a notification advertising some new features. I consider that spam, that's why you're getting the 2 stars.",0.102564102564103,Positivo
Emmanouil Chalkias,"First day of downloading it, it drained my battery in 6h (both phone and watch). Battery went back to normal once i uninstalled it. Please fix that guys so we can use the app",-0.0512820512820513,Negativo
Avin Vkn,Perhaps the least user friendly app on Playstore. My head is spinning. Why is it so hard to edit the time of reminder?,0.461538461538462,Positivo
Shawn Taylor,The last update removed grid view and left us with a very odd task interface.,-0.333333333333333,Negativo
Nuwan Lakmal,This is not free. Paid one. Some features are limited till paid.,0.358974358974359,Positivo
Laurent de Giorgio,"Upon making a task, setting time and date by typing them has become absurd! The app understands what it wants and acts by itself. What do you mean 'use natural language'?",0.384615384615385,Positivo
niaz nee,"Update on 25/8/20 :- worst update ever,, was moderately ok until August update. app totally dewastated. Now it is even lags like hell. Not even able to strike down a task after doing it in one touch ??????",-1.53846153846154,Negativo
Hitesh Thakkar CFP,App is good & I am using it since 6 months now BUT NOW A DAYS AUTOMATICALLY SHUTDOWN WHOLE WORKING,0.487179487179487,Positivo
Kristi Druge,Got into the help menu by accident. Can't get back to my lists.,-0.102564102564103,Negativo
Emily P,"I used this app every day for years, but just uninstalled and changed to a different to do list app because of the new layout. The grid was much easier to use and better looking.",0.948717948717949,Positivo
Samuel Abankwah,I have bought it yet it displays ERROR IN VERIFYING MY WHATSAPP INTEGRATION ????????,-0.435897435897436,Negativo
Roran,"A lot of basic features locked away behind a pay wall, not very customisable imo . Not the right to-do list app for me.",-0.102564102564103,Negativo
leishaa k,Ok it was good app but all the good feature are in premium no use of downloading if I'm not satisfied why would i pay for a premium one,1.33333333333333,Positivo
Marsha Smallwood,"It duplicates events, often with the incorrect time, and delete events I invite other to. Very aggravating.",-0.153846153846154,Negativo
James Smith,Constant prompts for trials and upgrades. Super annoying.,0.307692307692308,Positivo
Heath Barnett,"My rating is just based on my needs. The app says it has recurring tasks, it does not. It does have recurring reminders for ""on going"" tasks which may be useful in certain applications. The result of which being if you click on a task that you do everyday it puts the next reminder on the list giving the illusion the task was left undone. The exact opposite of what a checklist should do. If you want actual individual repeating tasks or list this is not the app.",1.20512820512821,Positivo
ILOVETHATO,"Beautifully designed interface, but VERY CLICK-BAITY / PUSHY - I would NOT recommend.",0.794871794871795,Positivo
Stephan Krasner,"Bare Bones. Integrations are a lie. You have to use a third party app to make it work and Zapier is garbage. Grocery list is kind of cool. Calendar has that annoying Apple style slide that hides evens and is impossible to read instead of traditional blocks. Support button is for bug fixes only, so premium support is also a lie.",1.41025641025641,Positivo
Devesh Ramakrishnan,I'm experiencing issues with the reminder option. Whenever I set a reminder I get neither the notification or the popup which as a result makes me forget things. This issue wasn't there before. What can be done to solve this?,-0.0256410256410256,Negativo
Nitesh Kumar,Rimnder alram ka bhi option h ya nhi,0,Neutral
Anele Ndlovu,Loved this app but I prefer writing things down,0.743589743589744,Positivo
Chen Bary,Ordinary updates delete reminders,0,Neutral
Did It.,Why pay for such simplicity?,-0.102564102564103,Negativo
Chizi Wokoma,"For an app that's meant to help me organise my time more effectively, I didn't expect it would take the longest time to boot up compared to all the utility apps on my device... Really nice UI though...",1.38461538461538,Positivo
Kyle Napster,Why so expensive? Microsoft Task or reminder offer most of the features that this app has. Could you please decrease the price a little bit? Or give me some discount? Atleast for the first Year?,0.333333333333333,Positivo
Melissa Skurich,"I like it at lot, but it seems like recently, this v thing is taking out my battery, hogging memory, and using data more than chrome which I use constantly. Until someone can help me figure this out, or if this high usage of phone resources is normal, I can't rate it any higher. I might even have to remove it and search for an alternative.",1.20512820512821,Positivo
Ad,Can't repeat task at custom intervals,0,Neutral
Ghassan Alghamdi,It stopped showing reminders and notifications!!!!!,-0.230769230769231,Negativo
Mike Ryan,"Uninstalled. I want a simple reminder app that will put a daily notification in my notification bar, every single day. Nothing else. No other features. But this is so bloated with features, it's impossible to know if it might do this or not.",-0.230769230769231,Negativo
Tina Macdonald,"Couldn't get the hang of it, I want something simple and cheaper to remind me of birthdays and dog to vets etc",0.0769230769230769,Positivo
Vadym Abramuk,"Too annoying premium advertising, darkmode is premium only",-0.435897435897436,Negativo
Brandon Lewis,"The app was an okay task organizer at best, although it required internet and was ridden with adds and paywalls for a monthly ""premium"" subscription. Even if they asked for support, id prefer a one time payment of a higher amount like, $5 to unlock all features.",1.87179487179487,Positivo
Sophie Rose,Used to be good but now doesn't even notify me (and yes this is with the settings amended accordingly),0.923076923076923,Positivo
Richard Moore,"Some of the sentences on my lists go off the screen, so we need an option to wrap the text when it reaches the right side of the screen. As of June 4, 2017, I can not sign on anymore using samsung galaxy after upgrading to Android 7.0 software. As of 6-19-2020, I never did get any.do to work on my Samsung galaxy s7, but it now works on my Samsung note 8.",0.102564102564103,Positivo
Alexander Paulavec,"You better don't rotate your phone from vertical to horizontal when typing new task, because it will be GONE. Any.Do support team said 2 years ago that it will be fixed, but it's still not. Also I have over 80 tasks and would love to see the search feature and ability to sort tasks by the date of their creation and by the alert date. The search was implemented but I don't know how to use it. Probably it works only on paid version.",2.66666666666667,Positivo
Lali Nozadze,i liked it because of plan a tree cz i really needed it but it's expensive soo.. k bye,0.461538461538462,Positivo
Wok Le,The update is annoying. I want to add time on the list. But you just add time tag feature which make the time that i put not being displayed.,-0.358974358974359,Negativo
HA ones,LAGGIN! cannot open. Tq,0,Neutral
Kareem Kamal,Recurring reminders are available for free in Google reminder. You can't Monetize the basic functions.,0.58974358974359,Positivo
Bill T,For me it frequently stops syncing. I currently can't get it working again. But when it was working it was great.,0.641025641025641,Positivo
s b,Doesnt work on windows,0,Neutral
korian sarafian,not user friendly.,0.564102564102564,Positivo
Spencer Frail,Used to love this app. After the latest update its garbage! Can't turn off the automatic date/time thing that erases what you put in and sends it to that date or time. Will hang onto it for a bit in hopes that a new update will fix this issue. Or at least give the option to turn it off.,1.28205128205128,Positivo
Jeremy Schneider,"The website boasts that any.do is the best grocery list app for Android Wear. Lies. There is no way to view lists on Android Wear, only add tasks. You can view lists on Apple Watch. This is the feature I need and I guess I'll look elsewhere.",0.0512820512820513,Positivo
darsh dave,"Reminder does not pop up on time or in some cases, does not pop up at all",0,Neutral
Allan Burias,I love using this app however when I installed it to one of my phones I cannot login to it. It just keeps closing. I don't know what's wrong. Also I wish the widget would contain date and time of the tasks not just tick marks.,0.717948717948718,Positivo
Oliver Pohlmann,"Not the bloody annoying calendar/task widget thing again. You did this once before. I don't want to use your calendar, just the task list so please bring back the option of a widget without the calendar option written at the top. Will use an alternative until I see AnyDo has been updated.",-0.307692307692308,Negativo
Sean Goresht,"Paywall, even for dark theme. Very disappointed",-0.538461538461539,Negativo
Hari Haran Hk,Not yet solved. Cannot log in,0.282051282051282,Positivo
cymrobalch,"I need this app to share tasks real time with my significant other. Unfortunately, when she is adding tasks from iOS, sometimes they do no show up for me. Switching to Microsoft To Do and no problems. Additionally, being able to paste multiple cells from Excel makes MS offering indispensable, something I would sorely miss if I returned to Any.do.",-0.538461538461538,Negativo
Mustafa Hasan,useless,-0.461538461538462,Negativo
Sudipto Banerjee,It can't adjust tasks with real-time line.,0,Neutral
Be Happy,I actually love this and have use this for a year but the new update is no good at all that I need to edit my review due to the changes...,1,Positivo
Jess Nolt,"In a word: clunky. I like the calendar integration, however everything else is basic and clunky. Simply adding a task to a list takes 3 clicks and you CANNOT SET A DATE, TIME, SUBTASKS, OR NOTES UNLESS YOU EXIT OUT OF THE TASK AND GOING BACK TO YOUR LIST. The app is designed to give you as many notifications as it can and constantly advertise the premium version. And whatever you do, DO NOT SIGN UP FOR A FREE TRIAL UNLESS YOU'RE WILLING TO SPEND AN HOUR SEARCHING FOR HOW TO DO SO.",0.974358974358974,Positivo
Drian S,"Whuup, sorry, need to pay for unlimited daily task. Nope",-0.17948717948718,Negativo
Ashley Swindell,"Buggy interface. The grocery list feature is fine but the schedule is terrible. It kept changing event details after I saved. I had to go back in and turn off alarms for previously saved events (that I had alarms off). And it would NOT let me create an all day event that was only scheduled one day. No matter how many times I changed the dates it kept including the day before in my ""all day"" event. And then when I would try to edit it, it would change completely to two days before. What a mess.",-0.358974358974359,Negativo
Ron N,Free version is very limited compared to Ticktick and Microsoft To Do.,0.358974358974359,Positivo
Cecil Maroh,"I've enjoyed using this app since I got it two weeks ago until recently, when it began crashing when I'd add tasks.",0.58974358974359,Positivo
Christopher Thomson,"The grocery list is not syncing properly and is missing items that my wife added on her phone. This has caused issues for us where I've missed items when shopping. This is particularly bad considering the current quarantine and the fact that I have to queue up to get into the shop in the first place. I've tested and when I add the item ""snacks"" on my wife's phone they don't appear on my grocery list. I can not recommend this app currently because of this.",-0.871794871794872,Negativo
Cow cow,I mean the app started seeming really nice and has a lot of work put into it but here me out if your looking for a app that is free and dont want to spend $ for daily reminders this is not it but if you dont mind paying like 7 $ this your app and with that 7 dollars you can get cool extra stuff,1.84615384615385,Positivo
Richard Nassour,a mess of features that don't serve me; cumbersome UX,-0.384615384615385,Negativo
Johannas Gutenberg,"When I saw that Dark Theme was premium only I stopped and uninstalled immediately. Frankly I was insulted. Are you hoping to squint me into submission? If I can't try your app comfortably then why bother? There are identical apps (I'm exploring now) that you're competing with, so think about making the app comfortable to use for free with restrictions I would pay to lift. It's like... youtube giving volume control only to premium members or test driving a new car without getting to use A/C.",1.56410256410256,Positivo
Joyce Amirtharaj,I have cancelled my subscription. An amount of Rs. 909.90 has been deducted from my account. Kindly refund the same. I'm not interested in the app,0.743589743589744,Positivo
Mao Vera,"This app always put the things I haven't done to the next day. I don't like this. It should be stay at there if I didn't finished the work nor help me move to the next day and ask me to do it! If I didn't finished it, I'll continue the work tomorrow. I don't need you to help me move the task to the next day. It's annoying",0.82051282051282,Positivo
A Google user,"Lost another star for your reply to my previous comment. I like the ""moment"" notification. I like planning my day.. i hate the dumb sounds I can't turn off for every item I snooze.",-0.846153846153846,Negativo
Everton Ejike,"I'm sure the app is great seeing all the positive reviews not had earned. But having dark mode being ba premium feature is a deal breaker for me, because I would like to extensively test a product before considering a premium subscription but I can't get to use an app that forces light mode why all of my other apps are dark",2.17948717948718,Positivo
ali wajahat,Not free,0.58974358974359,Positivo
No F,"You can' t manage it easily per day, the interface is not clear when i click on a day I want to say only that day agenda not others around it. When i add a task it doesn t show me in which day is added - i have at least ten ideas to improve. They contact me, i will uninstall it for now. I submitted few complaints but there are more",0.897435897435898,Positivo
Zak,Important features locked behind a pay wall.,0.102564102564103,Positivo
Kamyar Kamyab,A suspicious app! Do not recommend this application.,0,Neutral
Brandon Barnes,"Poor widget options, which is what I needed most. Very space inefficient and not customizable at all. Disappointing. Todoist had the most compact and useful widget, followed by Microsoft ToDo.",-0.615384615384615,Negativo
Bl S,Keep losing mini steps after I write them down.,-0.41025641025641,Negativo
Wojciech Soko?owski,"Thought it be a great replacement for GTasks. Main issue with Tasks is lack of pc app. I like the any.do widget as it has a transparent option. I use recurring tasks a lot. A routine which can be ticked and on the next day they'll reappear, which I found seemeles in the Google app. Unfortunately in any.do you need to set a reminder for each task with exact time, they don't stack on each other, creating a long list of notifications in the morning. Also no visual event line in calendar month view.",0.0256410256410257,Positivo
Guilherme Pastorizza,Estou tendo dificuldades com alguns bugs..,0,Neutral
A Kelly,There is a issue with Notes. For as long as I can remeber you sometimes add a note and it's gone later. I keep having to go out and come back each time I add one in hope it's saved.,0.948717948717949,Positivo
Jay Gee,I like the app but the fact that there are lots of other apps that can do the same thing ... it's imo ridiculous to charge a monthly fee.. they justify it by saying it's a service blabla it's an to do app. More people would actually pay for it if it wouldn't be a subscription model.,-0.102564102564103,Negativo
M Honi,"Doesn't show empty hours like Gcalender, also asking me to subscribe from the get go.",0.179487179487179,Positivo
Shaquanna Morgan,"We dont use it. Like at all. Its not that different from your regular phone calendar. I'd actually like a refund, didn't even realize I was charged.",0.564102564102564,Positivo
U?ur Ekbiç,Nice polished but useless. There is no filter for tags. Web and app synch problems happens missing tasks. Not any scoring system. May good for amateurs but not for project managers. However I like the calendar view.,-0.179487179487179,Negativo
Doug Evans,There are certain things I love like the fact that it sorts my grocery list by aisle automatically. But overall this app stresses me out. I just want an app that allows me to share my grocery list. But the grocery list seems buried in an area that isn't intuitive. I don't need something to schedule every second of my life which seems to be more this apps aim.,1.35897435897436,Positivo
Danny Comics,You reaaallllyyy don't have a lot without paying,0,Neutral
R J,Can't add more than 5 task to calendar without monthly fee.,0,Neutral
Tiasa H. Valdez,"The design is nice but it doesn't understand when I said 'later'. When I said remind me tomorrow morning, it replied okay I'll be reminded tomorrow at 16:00+. That's afternoon. I'll be very well roasted by my boss by then. Can't find any help on these issues. Was close to confirming my subscription. Sad ??",0.871794871794872,Positivo
MPK World of Entertainment & Exposure,Premium version only,0,Neutral
Sharon Crowson,"Is there no way to assign a specific color to an event? I like to group my meetings by color. If I can't do that, the app isn't useful for me.",0.564102564102564,Positivo
Micah Grube,"Trying to set a reoccuring event changes the date to one day before what I set it as. Trying to change the date back just creates a second event. Then trying to delete both events takes several tries, because half the time they don't actually delete. This is really annoying.",-0.153846153846154,Negativo
Mister J,Weak and underdeveloped platform. Don't expect support to treat you like a person - this is a company that just wants your money and then to forget about you.,0.538461538461539,Positivo
Dave J,"Recurring tasks are very glitchy - they sometimes change the day or time when they recur. Per any.do's request i sent them a video of this happening... crickets. No explanation or acknowledgement and no refund as i requested. Fine otherwise, but i rely on recurring items.",-0.41025641025641,Negativo
Petar Janotka,Missing grocery list widget and quantity for grocery list items!!!,-0.307692307692308,Negativo
Jim T,It doesn't sync up with Google Tasks. Not worth the change. Zapier does not work for Android. Zapier only works if you pay the Premium fee plus it only gives the option to add new tasks and complete tasks when integrating with Google Tasks. It does not import current tasks previously created in Google Tasks. There is no way to transfer my 144 tasks from Google to Anydo. And I can't afford $72.00 right off the bat to do it.,0.0769230769230769,Positivo
Markus H,"NEW: Great concept but NOT for confidential data because it's not encrypted (nor PW protected on phone or PC) and, one day, Any.Do company will get hacked & ALL your stuff be be out there, like EquiFax. RESOLVED: App loses your work. eg: I created a new task, started a ""notes"" section, pasted it in some material and clicked save. Then I went to another app to get more material but when I returned to any.do, my notes were GONE!. Your ""save"" button is fraudulent if it does not save when clicked!",2.46153846153846,Positivo
Sindhu Indurthi,Nested can be improved,0.538461538461539,Positivo
Hayden Albrecht,It's a fine app but logs me out every other time I go to use it.,0.205128205128205,Positivo
Ethelred Adolf Naintin,"Hi Developer. Need to improve note module. It fix only for protrait view, which is when I'm using landscape view (tablet with keyboard), I need to adjust my head or the gadget. TQ",0.487179487179487,Positivo
Tom Duckett,Recurring tasks are behind a pay wall. Ridiculous to have to pay a monthly subscription for such a simple feature App is a little ugly and not customisable.,-1.17948717948718,Negativo
Ali Jauhiainen,Themes and location based reminders are under subscription. Both are free on most of apps like this. Thanks but no. I'll pass and keep using Google keep,1.15384615384615,Positivo
Fridman Baruch,Not so great. The user interface is not friendly. Making the to do list takes far too long and theres no way (that i found) to make a list that repeats daily. I'll just stick to google keep.,1.05128205128205,Positivo
Aleksander Prudnik,Strange thing. When I mark recurrent tasks as done in web desktop version into the Upcoming section.,-0.205128205128205,Negativo
Killerkamatis Pogi,Notification is now pathetic.. shame. I liked it a lot. I think its time to jump ship. It's been fun.,-0.17948717948718,Negativo
Chris Brown,After all this time you still can not search tasks on Android. So you have to look through every task you have created and through each list to find what task you are looking for. Going down to 2 star.,0.256410256410256,Positivo
Thanakrit P.,Not free,0.58974358974359,Positivo
luiz miguel,"muito limitador pra quem não paga pra usa, e nem é tão vom assim.",0,Neutral
James Warren,"It used to be a slick, minimal app that did what it needed to. Then they kept adding layers of unneeded features and forced people to make an account just to use it. No thanks.",-0.333333333333333,Negativo
?????? ???????,"??????? ??????, ?? ??? ???? ??? ????, ??? ?????. ????? ????? ????????????, ?? ?? ???? ??????????? ??????? TODO ?????? ?? _??????_ ????. ? ????????? ????? ? ???????????? ?????? ???????. ?? ?? ??????, ???? ?? ??? ??????????? ??????????. ????????, ??? ?????????? ??????????? ?????? ?????, ?? ??? ???? ?? ??????????? ? ???????????? ????????????.",0,Neutral
WK Lai,No monthly recurring reminder features. Can't even remind me when to pay the bills!,-0.41025641025641,Negativo
Wayne P,Have to create an account just to check out functionality. Don't want to do that. Uninstalling.,0.358974358974359,Positivo
Ch RT,How do i unsubscribe this useless app?,-0.461538461538462,Negativo
Alyssa Stevenson,"List feature sucks! I don't need to manage myself so I can't speak to that functionality. I just wanted a list app, preferably one that worked with Google Assistant. Although that feature works great, the list feature kind of sucks. In an attempt to look new and edgy, the user experience went down the drain. I found it clunky & irritating. I shouldn't have to add a new item to the grocery list just to be able to uncheck items I need again. And that's just one of many irritations. AnyList baby!",-0.256410256410256,Negativo
Loren Larkin,Update: Used to be great. Now they've added so many steps it's no longer the simple app it used to be. Very disappointed.,-0.0512820512820513,Negativo
Mr Mariswamy,"I can t select weekly days which days i need remainder, and this drawback of app, best to go with other app",0.820512820512821,Positivo
Janet Lynch-Price,Uninstalled after latest update and it blocked all my lists until I set up an account. No thanks.,-0.102564102564103,Negativo
Picsopedia by Anitesh,"The ""not completed"" tasks do not carry over to the next day automatically. I wanted an app that would constantly flash incomplete tasks in my home screen. Otherwise, presentation of the app is good.",0.487179487179487,Positivo
Adik Mogi,"Very average app, not intuitive . Will probably spend more time trying to plan than doing",0,Neutral
the lands of ores c,I dont liek it rlly,0,Neutral
Amit Sinnarkar,Premium version is too much expensive. Any.do should provide an option in which we can select max. 3 to 5 apps for integration in premium version & pay accordingly.,-0.102564102564103,Negativo
Dougy Mando,"Looks really good but... I'm not going to pay a subscription for it, sorry. If you said one off payment then maybe. Most of the locked features are available in other products out there.",0.307692307692308,Positivo
- ALPHAEIUS -,Well designed and all however alot of the crutial features are locked behind the premium which u need to pay for,0.17948717948718,Positivo
Stevie B,Unable to edit time for reminder. S7,0,Neutral
Eric Uys,Cant really set custom remindere. For example I need to be able to check a specific system every 3 hours with other variables.. Cant do it,0,Neutral
Robert h,"Could have been a good free app. Nice design , good ideas but the free version keeps forgetting the task alarm I configured. I put it at 6 but it resets it at 9. Don't know about the paid one.",2.25641025641026,Positivo
Larisa Majcenovic,"Hi there, i would like to know if this application is for free or do i need to pay for it? Thank you for your answer.",1.25641025641026,Positivo
Stephanie Rockell,"Day 2 of trialling this. So far I've had two location reminders fail, I can't label a location with more than one letter, the only time based reminder that's fired did so while on a phone call so I don't know what it sounds like, not that I can change the sound anyway because the instructions don't work. I had no idea what the buttons meant so the first one tapped the task got snoozed for 28 hours. How is that a typical snooze length? Adding anything more than a basic list item is not intuitive",-1.23076923076923,Negativo
Nisharg Sanghvi,I want to discontinue and it was monthly base they charge me yearly it's very sad pls help and refund,0.0512820512820512,Positivo
Zeek Zefrym,"It sorely needs and UNDO (& backup/restore/revert) feature in case we accidentally touch/swipe a circle/bullet which then gets unintentionally deleted immediately (which I find incredibly frustrating). (It also needs a flexible feature to import & export other common text/data formats like CSV, XML, events to & from calendar… not just copy reminders to tasks) If Google fixes all that then I'd give it 5-stars!",0.076923076923077,Positivo
Sohani,"I love this app, but recently the app keeps crashing everytime I enter. Plus the calendar is completely wrong. ??",0.282051282051282,Positivo
Ahmed Saad,No dark theme without a premium subscription? Ok,0,Neutral
Mahmood Abdulredha,"It's very simple, and it's interface is so beautiful. Why did I put 2 stars then? Because most of it features are limited to the paid edition, even the important ones.",0.717948717948718,Positivo
Magnus Brink,Looks like a copy of an IPhone app. Im not impressed by the huge bar in the bottom or the single colored ui. A night mode should come standard,1.25641025641026,Positivo
jaganmohan palo,There is no sound,-0.307692307692308,Negativo
Raaask,"Too much spam. Stuff that I don't care for pops up on my screen all the time and blocking those also blocked the reminders I wanted the app for. Also, too many emails. I don't want more clutter to ""organize"" my life.",-0.435897435897436,Negativo
Dipak Sahoo,Very productive,0,Neutral
Sanjaya Oracle,I dont like how it charged me automatically after the free trial without informing me expiry of trial or if i wanted to subscribe to the paid service,0.769230769230769,Positivo
vab rastogi,Not a great user interface. Have been using for almost 2 months but still struggling,0.333333333333333,Positivo
Jim Bailey,Hate subscription uninstalled,-0.692307692307692,Negativo
Sabrina said,Does this app work without internet connection also?,0,Neutral
Andrea Ernest,gaada waktu kapan harus selesai.. jadi kurang detail,0,Neutral
Dominik Kwa?niewski,Over all good task manager. But I do not like misleading and untrue boasts about integration with MS outlook. It is possible but only via zappier plus functionality is limited. Not possible to sync task between this 2apps.,0.205128205128205,Positivo
Rudi Visser,"Sharing didn't work, there's a permanent notification and everything is premium option, even the theme!",0.461538461538462,Positivo
Duncan W,"I was willing to give this a try to see if it suits my needs. Seemed ok, with limited use so far. The only thing more annoying than constant notifications from apps is at 9am when my phone vibrates and Any.Do takes over the whole screen and asks me to plan my day. I don't need it taking over things, i will plan when i want. Are you seriously doing this? It is the equivalent of a browser popup and very annoying.",-0.897435897435897,Negativo
Patrick O'Neill,"Syncing with Alexa takes over 10-15 minutes which renders it unusable. Any.do, before you post your generic response: yes, I added the skill to my Alexa and, yes, I logged into my accounts. It syncs... kind of... so I can verify the two accounts are talking... just not well at all. When I use Wunderlist or Google Tasks or just Alexa by itself, the changes are instantly viewable across all platforms. The only reason I downloaded with app was to give me more control over my Alexa lists (which for some insane reason you cannot reorder). The extremely lag in syncing Any.do with Alexa renders this app useless. The UI looks really nice and user friendly, so I bumped it up to 2 stars.",1.53846153846154,Positivo
Chip Foscue,"I don't care for it, when I first opened it it showed me all these appointments. I was thinking what the heck then I figured out it was showing me weeks passed along with the current. To me that's just a bunch of clutter. Then it was telling me I had five appointments this month, no, only have one, it only showed the one but it still says 5. I don't have a clue what the other four are. Anytime I try to do anyting it practically begged me to join premium, I just uninstalled it.",0.564102564102564,Positivo
Eric Nelson,Good until it started wanting money for doing its job,0.487179487179487,Positivo
Franc,"Pretty with nice add ons and integrations but more than once I've gone back to a long list I created to find it gone or reverted back to a very old version, so annoying. Don't need the song and dance this app offers if it can't save a basic list",1.41025641025641,Positivo
David Patterson,"I was about to jump wholeheartedly into using this app (its integration with Google Calendar being exactly what I'm looking for) but now I see that it has no search feature on Android. Worse still, Android Search has been on their roadmap since 2015 and it's still not done. 2015!?! In the meantime other apps can build smart lists it out of tags, status and free text. Seriously behind the curve, guys.",-8.32667268468867E-017,Negativo
Kevin Liu,"Wear OS app only supports adding tasks, not viewing existing ones (without reminders)",0.384615384615385,Positivo
CD Spiva,"I tried it years ago and never really got it going. Then I switched to Wunderlist and became an organized machine! Now Wunderlist is being retired, so I thought I'd try again, guessing it would be much better by now and that my ability to use it to my advantage would be vastly improved. Nope. No ability for folders or some other way to group lists together so I don't have to flip through all my lists to find the one I want. Not even a list view to make them easier to find.",2.17948717948718,Positivo
Nowfal Nazar,Downloads the app but package file is invalid error pops up before completing installation,-0.435897435897436,Negativo
Romy EC,"It's very confusing. I got the calendar app that was suggested to me when I wanted to use the widget, but once I started using the calendar along with any.do the tasks notifications got duplicated. I don't see the point of having any.do when the calendar app does the same thing.",-0.230769230769231,Negativo
Nasos Roussis,So far so good... bit expensive having to purchase a yearly basis to access basic functions as color tags and what comes with it. Translation to Greek is not fluent for the price tag / annually I would apprechiate developers look closer at them. Will give it a try before committing on purchasing it per year. On a positive note love the widget (using however nova launcher). Current rating will change based on the experience.,2.05128205128205,Positivo
Evil Pasta,"Ah yes, wanna use an ""advanced"" calendar? Well, turns out you must have an account for that. What's that, your eyes are burning under this bright theme? Well we have a solution just for you! As you have seen in our tips, you can change the theme. Oh W O P S, NO YOU CAN'T, how silly of us to not tell you in tips that ~BUY OUR PREMIUM!!!~... //Maybe it's just not what I was looking for...",1.7948717948718,Positivo
Jeff Z,"Too whacked for creating lists, like grocery or to do with their tasks and subtasks instead of just lists you can check complete",0.692307692307692,Positivo
Alpha Sumareh,"I'm a student and was looking for something get myself very organized. I have tried series of productivity apps before. Apparently this had one of the features i have always been looking for; integration with other apps which I love. Two things I found disappointing, features are extremely limited without premium, it's almost impossible to use like that also very expensive. I couldn't find statistics; from totally hours and other reports",0.41025641025641,Positivo
debian linus,There should be a dark mode instead of setting through a premium theme option,0,Neutral
Rachel Hines,"I liked using this app but I recently noticed that important information I had saved in sub tasks has all been deleted. Its happened before and I thought I had made a mistake. But no, it's just this app malfunctioning.",0.461538461538462,Positivo
Chuckalaka,Many times I've put sub tasks on my to-do tasks and they just disappear for some reason. I've forgotten many things because of this and still hasn't been fixed despite various updates.,-0.461538461538462,Negativo
Yet1,App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app.,-0.692307692307692,Negativo
Lucas,"I am a paid user of this app. I like this app a lot, until Android 10. They claim what they used to do is not possible but that is not true because another app I use (Daylio) has a nice notification that jumps out at you, like Any.do used to. Now Any.do gives a regular ignorable notification which you click and the app does something on the screen and is pretty pathetic, THEN it gives it's notification to plan your day. So it's two clicks with a big visual pause in between. Not cool. ??",1.64102564102564,Positivo
Gaming Cookie,"I dont like that it requires you to login, why cant I just use it without logging in my accounts",0.384615384615385,Positivo
Shahrukh Atif Jangda,Questionable experience. Upgraded to premium but WhatsApp integration is not working. Seems a little confusing.,-0.538461538461539,Negativo
dariush karamati,Zero features in free version.,0.58974358974359,Positivo
Peter Seman,"good shared tasks, but app itself makes me angry.. it keeps forgetting i am logged in with my google account.. so I need to login for like each two weeks or so.. and it also forgets my settings... Edit: unfortunately this has not been fixed yet, even though I had sent logs and communicated with you. Decreasing my rating.",0.282051282051282,Positivo
Heather Smithson,I can not figure out how to get it on my galaxy watch...ugh.,-0.461538461538462,Negativo
Swago Nichevich,"when you switch the language, you get wierd bug that your app is half in English half in selected language",0,Neutral
Vishal Sheth,I was given this premium app. Now with new versions is not updating. I fail to understand this. If I'm given premium version then now why wouldn't it get updated? If it was non upgradable then why was it given? It's a great app and so it hurts when there are such tricks used on customers.,-0.512820512820513,Negativo
